"freq","word6","word5","word4","word3","word2","word1"
833333,"be","to","going","is","it","but"
833333,"to","it","for","wait","not","ca"
833333,"the","for","thanks","out","it","check"
833333,"out","dads","the","all","to","day"
833333,"best","skwirl","secret","some","u","dig"
833333,"than","better","any","get","not","does"
833333,"to","have","you","mean","not","does"
833333,"do","mind","who","those","because","feel"
833333,"on","going","was","what","out","find"
833333,"year","the","of","months","three","first"
833333,"in","time","second","the","only","for"
833333,"of","months","six","first","the","for"
833333,"lives","their","of","rest","the","for"
833333,"look","would","he","son","a","had"
833333,"warning","thunderstorm","severe","a","issued","has"
833333,"for","work","of","out","been","have"
833333,"time","long","a","in","had","have"
833333,"to","chance","the","had","not","have"
833333,"a","leave","is","do","to","have"
833333,"made","i","card","a","is","here"
833333,"who","mahomies","the","to","is","here"
833333,"am","i","you","are","how","hey"
833333,"great","a","had","have","you","hope"
833333,"me","follow","please","you","are","how"
833333,"since","been","it","has","long","how"
833333,"that","announce","to","happy","am","i"
833333,"fun","much","so","having","am","i"
833333,"breath","my","holding","not","am","i"
833333,"was","i","dream","a","had","i"
833333,"to","able","been","never","have","i"
833333,"the","in","be","to","need","i"
833333,"people","why","understand","never","will","i"
833333,"the","by","released","statement","a","in"
833333,"hand","his","of","palm","the","in"
833333,"of","some","at","look","a","is"
833333,"that","fact","the","to","due","is"
833333,"what","beast","be","to","going","is"
833333,"to","time","best","the","not","is"
833333,"i","since","months","been","is","it"
833333,"good","a","not","probably","is","it"
833333,"around","way","other","the","is","it"
833333,"be","to","going","is","it","it"
833333,"kentucky","kentucky","kentucky","kentucky","kentucky","kentucky"
833333,"can","i","so","know","me","let"
833333,"to","back","getting","to","forward","looking"
833333,"do","matter","who","those","and","matter"
833333,"day","my","make","would","it","me"
833333,"to","going","was","i","way","no"
833333,"do","to","what","me","tell","not"
833333,"along","get","just","all","we","not"
833333,"share","a","cents","or","million","of"
833333,"to","contributed","dispatch","post","the","of"
833333,"shame","twice","me","fool","you","on"
833333,"well","beating","time","a","at","one"
833333,"be","would","it","thought","i","so"
833333,"and","spain","and","spain","and","spain"
833333,"while","a","in","you","to","talked"
833333,"word","the","spread","helping","for","thanks"
833333,"you","following","follow","the","for","thanks"
833333,"a","have","mention","the","for","thanks"
833333,"out","came","that","everyone","to","thanks"
833333,"if","know","me","let","follow","the"
833333,"to","went","i","time","last","the"
833333,"is","there","that","is","truth","the"
833333,"life","my","of","day","worst","the"
833333,"that","with","wrong","anything","is","there"
833333,"my","in","doubt","no","is","there"
833333,"said","be","to","something","is","there"
833333,"all","it","of","sense","make","to"
833333,"there","you","see","to","hope","tonight"
833333,"have","not","do","i","bad","too"
833333,"to","how","out","figure","to","try"
833333,"of","one","be","to","out","turned"
833333,"to","moment","a","take","to","want"
833333,"could","i","where","place","a","was"
833333,"you","have","to","glad","are","we"
833333,"of","winner","the","announce","will","we"
833333,"you","when","get","you","do","what"
833333,"the","are","think","you","do","what"
833333,"you","for","here","be","always","will"
833333,"it","get","can","you","if","work"
833333,"only","his","gave","he","that","world"
833333,"to","way","good","a","be","would"
833333,"to","you","invite","to","like","would"
833333,"thank","joan","you","thank","joan","you"
833333,"kylie","you","love","we","kylie","you"
833333,"mahalo","free","is","drink","first","your"
826086,"cake","cake","cake","cake","cake","cake"
823529,"thing","good","a","is","that","and"
821428,"me","to","world","the","mean","would"
818181,"you","what","know","me","let","and"
818181,"heart","my","in","place","special","a"
818181,"is","christmas","for","want","i","all"
818181,"was","do","to","wanted","i","all"
818181,"be","would","it","thought","i","as"
818181,"better","a","of","think","cannot","i"
818181,"to","want","really","not","do","i"
818181,"lot","a","doing","been","have","i"
818181,"this","and","you","met","just","i"
818181,"things","of","scheme","grand","the","in"
818181,"do","to","thing","favorite","your","is"
818181,"the","of","side","left","the","on"
818181,"to","have","not","do","you","so"
818181,"as","thing","a","such","is","there"
818181,"there","been","have","could","i","wish"
812500,"do","would","i","what","know","not"
809523,"a","have","follow","the","for","thanks"
807228,"the","of","side","other","the","on"
8e+05,"to","want","not","do","i","that"
8e+05,"the","of","some","at","look","a"
8e+05,"to","going","not","am","i","and"
8e+05,"than","better","much","get","not","does"
8e+05,"world","the","in","time","the","all"
8e+05,"hat","a","of","drop","the","at"
8e+05,"follow","follow","follow","follow","follow","follow"
8e+05,"to","how","out","figure","to","have"
8e+05,"not","am","i","glad","am","i"
8e+05,"with","love","in","so","am","i"
8e+05,"that","fact","a","for","know","i"
8e+05,"favor","your","in","ever","be","odds"
8e+05,"of","parts","best","the","of","one"
8e+05,"to","time","the","taking","for","thanks"
8e+05,"to","want","not","did","i","that"
8e+05,"young","for","citizenship","to","path","a"
8e+05,"that","doubt","a","of","shadow","a"
8e+05,"each","after","well","beating","time","a"
8e+05,"of","department","state","the","to","according"
8e+05,"you","send","will","i","and","address"
8e+05,"world","the","in","money","the","all"
8e+05,"was","do","to","had","they","all"
8e+05,"is","do","to","have","we","all"
8e+05,"mom","home","at","stay","a","am"
8e+05,"do","to","want","i","all","and"
8e+05,"it","of","rest","the","all","and"
8e+05,"and","world","the","out","close","and"
8e+05,"to","what","know","not","do","and"
8e+05,"of","proud","so","am","i","and"
8e+05,"one","only","the","am","i","and"
8e+05,"to","nice","so","was","it","and"
8e+05,"is","it","why","is","that","and"
8e+05,"that","knows","me","knows","who","anyone"
8e+05,"upload","to","encouraged","and","welcome","are"
8e+05,"i","me","follow","please","you","are"
8e+05,"to","takes","it","as","long","as"
8e+05,"no","had","i","time","the","at"
8e+05,"have","you","what","for","thankful","be"
8e+05,"to","want","not","did","he","because"
8e+05,"add","boston","add","boston","add","boston"
8e+05,"it","think","not","did","i","but"
8e+05,"time","first","the","is","this","but"
8e+05,"to","want","not","do","we","but"
8e+05,"a","am","i","say","i","can"
8e+05,"little","a","us","tell","you","can"
8e+05,"blogging","girls","gutsy","the","out","check"
8e+05,"click","click","click","click","click","click"
8e+05,"to","plan","a","with","up","come"
8e+05,"get","to","able","be","should","couples"
8e+05,"a","for","time","was","it","decided"
8e+05,"to","chance","the","get","not","did"
8e+05,"request","a","to","respond","not","did"
8e+05,"road","the","cross","chicken","the","did"
8e+05,"say","they","what","care","not","do"
8e+05,"i","why","know","even","not","do"
8e+05,"to","going","like","feel","not","do"
8e+05,"please","boston","to","go","not","do"
8e+05,"about","think","to","have","not","do"
8e+05,"am","i","who","know","not","do"
8e+05,"try","right","a","make","not","do"
8e+05,"time","last","the","remember","not","do"
8e+05,"stop","not","do","stop","not","do"
8e+05,"the","of","end","the","by","done"
8e+05,"alcohol","of","influence","the","under","driving"
8e+05,"reporters","with","call","conference","a","during"
8e+05,"at","body","the","max","trainer","elite"
8e+05,"would","i","exist","did","after","ever"
8e+05,"a","fighting","is","meet","you","everyone"
8e+05,"everybody","please","to","trying","is","failure"
8e+05,"to","going","was","i","like","felt"
8e+05,"i","that","say","me","let","first"
8e+05,"and","for","diary","exercise","and","food"
8e+05,"me","on","shame","twice","me","fool"
8e+05,"the","used","i","card","my","for"
8e+05,"i","another","or","reason","some","for"
8e+05,"dance","a","be","to","there","for"
8e+05,"the","use","please","forums","or","galleries"
8e+05,"hot","are","they","while","em","get"
8e+05,"way","the","of","out","it","get"
8e+05,"family","your","and","you","bless","god"
8e+05,"be","to","want","i","up","grow"
8e+05,"since","way","long","a","come","has"
8e+05,"since","same","the","been","not","has"
8e+05,"this","about","feeling","good","a","have"
8e+05,"up","keep","to","trying","been","have"
8e+05,"to","time","the","had","not","have"
8e+05,"in","you","from","heard","not","have"
8e+05,"i","me","notice","not","does","he"
8e+05,"tell","fans","more","gain","us","help"
8e+05,"a","having","all","are","you","hope"
8e+05,"can","tool","emotional","is","kanjoya","how"
8e+05,"time","good","a","have","to","how"
8e+05,"to","best","my","doing","am","i"
8e+05,"that","announce","to","excited","am","i"
8e+05,"mood","good","a","in","am","i"
8e+05,"is","it","saying","not","am","i"
8e+05,"owner","proud","the","now","am","i"
8e+05,"you","of","some","sure","am","i"
8e+05,"from","break","a","taking","am","i"
8e+05,"to","how","you","tell","can","i"
8e+05,"one","only","the","be","cannot","i"
8e+05,"you","show","to","wait","cannot","i"
8e+05,"a","be","to","myself","consider","i"
8e+05,"going","was","i","that","decided","i"
8e+05,"was","there","know","not","did","i"
8e+05,"to","her","want","not","did","i"
8e+05,"is","there","believe","not","do","i"
8e+05,"sure","for","know","not","do","i"
8e+05,"to","having","like","not","do","i"
8e+05,"was","there","idea","no","had","i"
8e+05,"not","do","people","when","hate","i"
8e+05,"is","it","feeling","a","have","i"
8e+05,"night","all","up","been","have","i"
8e+05,"to","things","many","so","have","i"
8e+05,"you","with","share","to","have","i"
8e+05,"you","let","to","wanted","just","i"
8e+05,"that","know","i","that","know","i"
8e+05,"hurt","would","love","knew","never","i"
8e+05,"it","to","mind","my","put","i"
8e+05,"the","of","rest","the","spent","i"
8e+05,"for","ready","am","i","think","i"
8e+05,"to","going","is","this","think","i"
8e+05,"shout","a","give","to","want","i"
8e+05,"a","in","live","to","want","i"
8e+05,"for","major","drum","a","was","i"
8e+05,"write","to","required","not","was","i"
8e+05,"one","only","the","not","was","i"
8e+05,"i","when","it","believe","will","i"
8e+05,"you","for","it","do","will","i"
8e+05,"be","to","going","is","it","if"
8e+05,"make","you","me","follow","you","if"
8e+05,"know","you","someone","or","you","if"
8e+05,"series","seven","of","best","the","in"
8e+05,"the","of","half","bottom","the","in"
8e+05,"the","and","round","second","the","in"
8e+05,"america","of","states","united","the","in"
8e+05,"i","since","long","so","been","is"
8e+05,"people","the","remember","to","hard","is"
8e+05,"other","any","than","important","more","is"
8e+05,"i","and","birthday","th","my","is"
8e+05,"life","yourself","finding","about","not","is"
8e+05,"idea","good","a","not","probably","is"
8e+05,"have","i","thing","best","the","is"
8e+05,"do","to","thing","best","the","is"
8e+05,"about","talkin","am","i","what","is"
8e+05,"do","to","want","i","what","is"
8e+05,"for","here","are","we","what","is"
8e+05,"could","you","worse","be","could","it"
8e+05,"than","better","get","not","does","it"
8e+05,"that","than","better","any","get","it"
8e+05,"since","while","a","been","has","it"
8e+05,"since","long","so","been","has","it"
8e+05,"i","since","years","been","has","it"
8e+05,"than","give","to","better","is","it"
8e+05,"to","early","too","never","is","it"
8e+05,"week","a","been","only","is","it"
8e+05,"we","song","only","the","is","it"
8e+05,"to","time","perfect","the","is","it"
8e+05,"go","let","to","time","is","it"
8e+05,"idea","good","a","like","seemed","it"
8e+05,"to","time","long","a","takes","it"
8e+05,"do","could","i","all","was","it"
8e+05,"meet","finally","to","great","was","it"
8e+05,"able","be","to","nice","was","it"
8e+05,"it","of","heck","the","for","just"
8e+05,"it","like","i","way","the","just"
8e+05,"you","let","would","i","thought","just"
8e+05,"a","you","give","to","wanted","just"
8e+05,"to","like","feels","it","what","know"
8e+05,"from","two","or","thing","a","learn"
8e+05,"characters","left","characters","left","characters","left"
8e+05,"sent","i","that","know","her","let"
8e+05,"can","we","how","know","me","let"
8e+05,"comments","the","in","know","us","let"
8e+05,"always","am","i","hard","is","life"
8e+05,"candy","a","in","kid","a","like"
8e+05,"know","to","getting","to","forward","look"
8e+05,"from","more","hearing","to","forward","look"
8e+05,"in","stars","the","at","up","looking"
8e+05,"a","be","will","it","like","looks"
8e+05,"stands","he","where","not","is","man"
8e+05,"the","of","anniversary","th","the","marks"
8e+05,"to","love","would","i","know","me"
8e+05,"my","of","edge","the","on","me"
8e+05,"but","crazy","is","this","you","met"
8e+05,"you","that","realize","you","when","moment"
8e+05,"the","it","about","thought","i","more"
8e+05,"the","of","rest","the","of","much"
8e+05,"even","not","do","i","age","my"
8e+05,"know","not","do","i","head","my"
8e+05,"contract","the","exchange","mercantile","york","new"
8e+05,"mitt","rick","no","mitt","rick","no"
8e+05,"happened","have","would","this","of","none"
8e+05,"a","in","you","from","heard","not"
8e+05,"zone","my","enter","me","let","not"
8e+05,"in","back","be","to","wait","not"
8e+05,"you","for","best","the","but","nothing"
8e+05,"where","not","is","man","a","of"
8e+05,"spent","be","will","day","the","of"
8e+05,"life","my","of","rest","the","of"
8e+05,"i","more","the","get","i","older"
8e+05,"about","things","great","the","of","one"
8e+05,"hate","that","do","can","light","only"
8e+05,"pal","pal","pal","pal","pal","pal"
8e+05,"taxes","of","share","fair","their","pay"
8e+05,"rd","nd","wins","starts","record","race"
8e+05,"much","so","you","thank","now","right"
8e+05,"late","percent","from","percent","to","rose"
8e+05,"i","russett","andrea","love","i","russett"
8e+05,"to","you","thank","big","a","say"
8e+05,"the","of","sides","the","down","scrape"
8e+05,"is","fuss","the","all","what","see"
8e+05,"it","give","to","decided","i","so"
8e+05,"out","shout","the","for","much","so"
8e+05,"am","i","where","is","that","so"
8e+05,"to","have","not","do","they","so"
8e+05,"fun","of","lot","a","like","sounds"
8e+05,"the","of","charge","in","agent","special"
8e+05,"time","of","bit","a","quite","spent"
8e+05,"i","and","sky","the","in","stars"
8e+05,"zone","comfort","my","of","out","step"
8e+05,"am","i","that","know","and","still"
8e+05,"this","like","you","holding","be","still"
8e+05,"learn","to","lot","a","have","still"
8e+05,"stories","stories","stories","stories","stories","stories"
8e+05,"selection","sunday","selection","sunday","selection","sunday"
8e+05,"level","next","the","to","it","take"
8e+05,"who","you","of","those","to","thanks"
8e+05,"to","want","not","did","he","that"
8e+05,"on","working","been","have","i","that"
8e+05,"know","i","that","know","i","that"
8e+05,"about","feel","i","how","is","that"
8e+05,"it","call","they","why","is","that"
8e+05,"case","the","be","not","will","that"
8e+05,"year","a","on","rate","average","the"
8e+05,"world","the","in","job","best","the"
8e+05,"year","the","of","time","best","the"
8e+05,"call","card","vip","express","california","the"
8e+05,"of","christ","jesus","of","church","the"
8e+05,"moon","the","of","side","dark","the"
8e+05,"and","life","my","of","days","the"
8e+05,"year","school","the","of","end","the"
8e+05,"year","the","of","quarter","first","the"
8e+05,"if","know","us","let","follow","the"
8e+05,"united","the","of","society","humane","the"
8e+05,"to","want","you","thing","last","the"
8e+05,"someone","is","there","says","lord","the"
8e+05,"a","found","i","day","other","the"
8e+05,"to","had","i","day","other","the"
8e+05,"wallflower","a","being","of","perks","the"
8e+05,"the","of","side","hand","right","the"
8e+05,"stick","the","of","end","short","the"
8e+05,"senate","the","on","republican","top","the"
8e+05,"cultural","the","chicago","of","university","the"
8e+05,"treasury","year","the","on","yield","the"
8e+05,"and","hit","base","a","is","there"
8e+05,"of","bit","a","quite","is","there"
8e+05,"on","going","much","so","is","there"
8e+05,"come","to","more","be","will","there"
8e+05,"be","to","going","is","this","think"
8e+05,"that","agree","all","can","we","think"
8e+05,"be","to","going","is","week","this"
8e+05,"time","first","the","for","year","this"
8e+05,"but","this","say","would","i","thought"
8e+05,"addition","each","after","well","beating","time"
8e+05,"shore","the","of","sight","lose","to"
8e+05,"matter","the","with","familiar","people","to"
8e+05,"on","going","was","what","see","to"
8e+05,"is","winner","card","gift","is","today"
8e+05,"and","birthday","th","my","is","today"
8e+05,"in","time","first","the","for","tonight"
8e+05,"the","in","stars","the","at","up"
8e+05,"you","know","to","get","to","want"
8e+05,"you","of","all","thank","to","want"
8e+05,"could","i","if","see","to","wanted"
8e+05,"who","people","those","of","one","was"
8e+05,"my","of","day","best","the","was"
8e+05,"ones","only","the","not","are","we"
8e+05,"have","to","lucky","so","are","we"
8e+05,"it","done","have","not","could","we"
8e+05,"of","lot","a","got","have","we"
8e+05,"you","serving","to","forward","look","we"
8e+05,"at","look","a","take","will","we"
8e+05,"i","when","do","i","do","what"
8e+05,"to","me","want","you","do","what"
8e+05,"my","with","doing","am","i","what"
8e+05,"say","i","when","mean","i","what"
8e+05,"for","ask","you","could","more","what"
8e+05,"do","to","going","i","was","what"
8e+05,"to","place","good","a","is","where"
8e+05,"win","will","think","you","do","who"
8e+05,"dr","mind","not","do","matter","who"
8e+05,"the","of","winner","the","announce","will"
8e+05,"a","win","to","entered","be","will"
8e+05,"to","can","we","everything","do","will"
8e+05,"it","of","hang","the","get","will"
8e+05,"see","and","wait","to","have","will"
8e+05,"thats","me","follow","would","he","wish"
8e+05,"you","with","talk","to","like","would"
8e+05,"me","to","much","so","mean","would"
8e+05,"to","want","not","do","i","wrong"
8e+05,"for","thanks","and","welcome","are","you"
8e+05,"come","will","they","it","build","you"
8e+05,"you","if","it","do","can","you"
8e+05,"the","of","some","see","can","you"
8e+05,"be","to","deserve","not","do","you"
8e+05,"done","have","you","all","for","you"
8e+05,"you","if","know","us","let","you"
8e+05,"see","can","you","closely","look","you"
8e+05,"out","shout","the","for","thanks","you"
8e+05,"followers","new","my","all","to","you"
8e+05,"any","to","project","your","upload","you"
8e+05,"nature","the","support","to","want","you"
8e+05,"i","much","how","realize","will","you"
8e+05,"many","how","surprised","be","would","you"
8e+05,"will","i","and","address","email","your"
794117,"of","fan","big","a","am","i"
793103,"is","it","what","know","not","do"
791666,"goog","class","yellow","scroll","repeat","none"
789473,"for","much","so","all","you","thank"
785714,"was","do","to","had","i","all"
785714,"will","i","and","know","me","let"
785714,"oh","oh","oh","oh","oh","oh"
780487,"life","my","of","rest","the","for"
777777,"things","of","swing","the","into","back"
777777,"man","a","like","think","lady","a"
777777,"pool","with","home","foot","square","a"
777777,"is","it","if","sure","not","am"
777777,"of","lot","a","is","there","and"
777777,"help","to","do","can","i","anything"
777777,"to","chance","a","get","not","did"
777777,"about","know","to","need","you","everything"
777777,"lives","our","of","rest","the","for"
777777,"that","realize","to","come","have","i"
777777,"meet","to","get","i","hope","i"
777777,"thing","same","the","thinking","was","i"
777777,"way","the","on","car","the","in"
777777,"the","of","all","to","day","is"
777777,"i","since","awhile","been","is","it"
777777,"that","note","to","interesting","is","it"
777777,"you","meet","to","nice","was","it"
777777,"be","to","going","is","it","know"
777777,"maybe","me","call","so","number","my"
777777,"do","would","i","me","follow","please"
777777,"be","to","going","is","it","so"
777777,"words","kind","the","for","you","thank"
777777,"and","time","your","for","you","thank"
777777,"be","to","going","is","it","that"
777777,"right","the","at","place","right","the"
777777,"is","matter","the","of","truth","the"
777777,"do","can","i","anything","is","there"
777777,"wait","who","those","to","come","things"
777777,"it","do","we","how","is","this"
777777,"to","way","a","out","figure","to"
777777,"the","of","side","other","the","to"
777777,"to","place","best","the","is","where"
777777,"you","let","to","sure","be","will"
777777,"about","more","hear","to","love","would"
777777,"you","to","talk","to","love","would"
777777,"not","do","i","what","know","you"
769230,"please","please","please","please","please","please"
769230,"conclusion","the","to","come","have","i"
769230,"to","best","my","do","will","i"
769230,"of","parts","favorite","my","of","one"
769230,"be","to","going","was","it","that"
764705,"to","want","not","did","i","but"
760000,"the","of","middle","the","in","up"
750000,"time","first","the","not","is","this"
750000,"you","from","hear","to","love","would"
750000,"of","lot","a","have","not","do"
750000,"out","figure","to","trying","am","i"
750000,"have","i","that","myself","forgive","i"
750000,"you","from","hearing","to","forward","look"
750000,"to","nice","be","would","it","thought"
750000,"to","out","shout","a","give","to"
750000,"you","have","to","excited","are","we"
750000,"good","a","all","to","and","all"
750000,"will","i","sure","am","i","but"
750000,"see","to","hope","rt","the","for"
750000,"believe","who","those","to","belongs","future"
750000,"that","world","the","loved","so","god"
750000,"life","my","in","seen","ever","have"
750000,"that","on","you","with","am","i"
750000,"a","of","think","not","could","i"
750000,"to","it","want","not","did","i"
750000,"about","things","good","heard","have","i"
750000,"well","doing","are","you","hope","i"
750000,"know","to","you","want","just","i"
750000,"thinking","re","you","what","know","i"
750000,"to","going","was","i","wish","i"
750000,"i","if","lying","be","would","i"
750000,"in","thing","important","most","the","is"
750000,"to","going","are","we","what","is"
750000,"a","of","bit","a","was","it"
750000,"be","to","going","was","it","knew"
750000,"to","going","are","you","what","know"
750000,"wait","tim","obj","blocks","block","log"
750000,"earth","the","of","face","the","off"
750000,"the","of","copy","a","up","pick"
750000,"it","make","not","could","i","sorry"
750000,"of","lot","a","been","has","there"
750000,"do","can","you","nothing","is","there"
750000,"say","to","safe","is","it","think"
750000,"me","know","who","you","of","those"
750000,"thing","good","a","of","much","too"
750000,"that","know","you","let","to","want"
750000,"you","if","it","love","would","we"
750000,"be","to","like","felt","it","what"
750000,"see","to","like","you","would","where"
750000,"you","what","see","to","love","would"
750000,"great","a","have","welcome","are","you"
739130,"yes","yes","yes","yes","yes","yes"
736842,"you","hope","follow","the","for","thanks"
733333,"to","going","not","am","i","but"
733333,"heart","my","of","bottom","the","from"
733333,"out","came","who","everyone","to","you"
730769,"fun","of","lot","a","was","it"
727272,"chance","times","enemies","to","up","attacks"
727272,"can","you","that","know","you","did"
727272,"says","anyone","what","care","not","do"
727272,"with","problem","a","have","not","do"
727272,"a","have","all","you","hope","i"
727272,"to","thing","right","the","is","it"
727272,"the","see","would","i","thought","never"
727272,"you","with","work","to","love","would"
722222,"i","since","time","long","a","been"
720000,"fan","big","a","not","am","i"
720000,"you","seeing","to","forward","look","we"
714285,"think","you","what","know","me","let"
714285,"is","about","think","can","i","all"
714285,"here","but","crazy","is","this","and"
714285,"do","twitter","on","me","following","for"
714285,"to","have","to","going","re","we"
714285,"do","to","going","i","am","what"
714285,"of","life","the","in","day","a"
714285,"week","the","of","rest","great","a"
714285,"did","i","glad","am","i","and"
714285,"to","want","i","as","much","as"
714285,"things","of","swing","the","in","back"
714285,"i","said","i","if","lying","be"
714285,"i","that","know","and","still","be"
714285,"heat","reduce","boil","a","to","bring"
714285,"that","think","to","like","i","but"
714285,"i","as","much","as","not","but"
714285,"free","lee","carl","free","lee","carl"
714285,"and","yards","for","passes","of","completed"
714285,"bail","of","lieu","in","jail","county"
714285,"on","started","me","get","not","do"
714285,"to","right","the","have","not","do"
714285,"up","end","to","want","not","do"
714285,"about","think","to","want","not","do"
714285,"that","than","better","get","not","does"
714285,"bowl","the","of","sides","the","down"
714285,"videos","your","of","one","single","every"
714285,"a","in","was","i","like","felt"
714285,"for","done","have","you","all","for"
714285,"now","guide","wine","better","following","for"
714285,"a","win","to","chance","the","for"
714285,"what","please","her","to","birthday","happy"
714285,"one","good","a","is","it","hope"
714285,"a","of","bit","a","am","i"
714285,"lookout","the","on","always","am","i"
714285,"you","of","many","sure","am","i"
714285,"a","getting","about","thinking","am","i"
714285,"how","you","tell","even","cannot","i"
714285,"to","time","was","it","decided","i"
714285,"a","get","to","manage","did","i"
714285,"a","have","really","not","do","i"
714285,"to","him","want","not","do","i"
714285,"of","pleasure","the","had","have","i"
714285,"lot","a","are","there","know","i"
714285,"top","the","to","it","made","i"
714285,"to","back","go","to","need","i"
714285,"to","want","not","did","really","i"
714285,"my","with","do","to","want","i"
714285,"a","on","go","to","want","i"
714285,"able","been","have","not","would","i"
714285,"for","made","i","card","a","is"
714285,"how","of","example","good","a","is"
714285,"have","i","since","awhile","been","is"
714285,"hear","to","like","i","what","is"
714285,"the","remember","to","hard","is","it"
714285,"those","of","one","just","is","it"
714285,"you","that","something","not","is","it"
714285,"a","of","story","the","is","it"
714285,"to","us","to","up","is","it"
714285,"can","i","how","know","me","let"
714285,"goes","it","how","know","you","let"
714285,"about","more","learning","to","forward","looking"
714285,"to","like","would","i","as","much"
714285,"to","want","not","do","i","now"
714285,"to","time","the","not","is","now"
714285,"know","me","know","who","you","of"
714285,"by","released","statement","a","in","said"
714285,"will","i","on","now","from","so"
714285,"a","make","to","decided","i","so"
714285,"words","kind","the","for","much","so"
714285,"the","of","middle","the","in","standing"
714285,"i","times","many","how","you","tell"
714285,"and","mentions","the","for","you","thank"
714285,"in","participated","who","all","to","thanks"
714285,"is","it","mean","not","does","that"
714285,"now","for","it","about","is","that"
714285,"to","way","the","on","car","the"
714285,"weekend","great","a","have","ff","the"
714285,"to","want","i","thing","last","the"
714285,"it","about","thought","i","more","the"
714285,"the","exchange","mercantile","york","new","the"
714285,"more","the","get","i","older","the"
714285,"have","i","months","few","past","the"
714285,"have","we","weeks","few","past","the"
714285,"state","and","church","of","separation","the"
714285,"morning","the","of","hours","wee","the"
714285,"comfort","my","of","out","step","to"
714285,"the","of","day","the","is","today"
714285,"own","our","of","care","take","we"
714285,"to","best","our","do","will","we"
714285,"that","is","know","do","i","what"
714285,"a","be","to","takes","it","what"
714285,"that","is","know","do","we","what"
714285,"want","i","up","grow","i","when"
714285,"you","to","up","it","make","will"
714285,"who","everyone","thank","to","like","would"
714285,"to","need","even","not","do","you"
714285,"know","even","not","do","i","you"
714285,"mean","i","what","see","will","you"
705882,"the","of","half","first","the","in"
705882,"the","of","side","wrong","the","on"
703703,"to","want","not","do","i","and"
7e+05,"to","late","too","never","is","it"
7e+05,"a","was","it","all","in","all"
7e+05,"a","in","am","i","like","feel"
7e+05,"the","mean","would","it","me","follow"
7e+05,"the","of","half","first","the","for"
7e+05,"great","a","have","mention","the","for"
7e+05,"hear","to","sorry","so","am","i"
7e+05,"that","hear","to","sorry","am","i"
7e+05,"love","in","am","i","think","i"
7e+05,"the","of","one","also","is","it"
7e+05,"that","remember","to","important","is","it"
7e+05,"have","i","time","first","the","not"
7e+05,"will","i","and","before","it","said"
7e+05,"not","do","i","why","is","that"
7e+05,"you","what","know","to","love","would"
696969,"to","how","out","figure","to","trying"
695652,"a","be","to","going","is","today"
692307,"to","want","not","did","i","because"
692307,"and","before","it","said","have","i"
692307,"the","of","end","other","the","on"
692307,"you","if","know","us","let","please"
692307,"to","have","not","did","i","so"
692307,"had","ever","have","i","best","the"
692307,"nyc","live","comic","famous","world","the"
692307,"favorite","your","of","some","are","what"
692307,"it","to","down","comes","it","when"
687500,"great","a","have","rt","the","for"
687500,"thinking","are","you","what","know","i"
684210,"to","want","not","do","i","but"
684210,"do","to","work","of","lot","a"
684210,"to","want","not","did","i","and"
680000,"i","since","while","a","been","is"
678571,"is","there","think","not","do","i"
666666,"about","talk","to","want","not","do"
666666,"to","while","a","me","took","it"
666666,"it","make","to","able","be","not"
666666,"to","have","to","want","not","do"
666666,"the","of","one","be","to","has"
666666,"to","hard","is","it","know","i"
666666,"any","have","you","if","know","us"
666666,"you","with","share","to","like","would"
666666,"miss","to","want","not","will","you"
666666,"weekend","the","for","plans","your","are"
666666,"life","my","in","point","this","at"
666666,"to","you","for","wait","not","ca"
666666,"is","this","if","know","not","do"
666666,"to","what","me","tell","not","do"
666666,"i","life","my","in","time","first"
666666,"my","make","would","it","me","follow"
666666,"day","the","start","to","way","great"
666666,"you","to","day","is","valentine","happy"
666666,"be","to","feel","it","does","how"
666666,"get","to","do","to","have","i"
666666,"the","to","go","to","wanted","i"
666666,"you","of","care","take","will","i"
666666,"to","want","not","do","i","it"
666666,"go","register","to","or","information","more"
666666,"that","mind","my","in","doubt","no"
666666,"to","ways","best","the","of","one"
666666,"of","lot","a","is","there","said"
666666,"is","it","follow","the","for","thanks"
666666,"to","have","not","would","i","that"
666666,"to","like","i","what","is","that"
666666,"the","of","soul","and","heart","the"
666666,"to","way","one","only","is","there"
666666,"prison","in","years","to","sentenced","was"
666666,"get","to","take","it","does","what"
666666,"do","to","going","are","we","what"
666666,"i","but","times","of","couple","a"
666666,"was","do","to","had","we","all"
666666,"say","to","proud","am","i","and"
666666,"how","idea","no","had","i","and"
666666,"where","myself","to","thought","i","and"
666666,"know","you","let","will","i","and"
666666,"are","they","that","fact","the","and"
666666,"announced","be","will","winner","the","and"
666666,"to","going","not","are","we","and"
666666,"to","want","not","do","we","and"
666666,"be","to","going","guys","you","are"
666666,"it","thought","i","as","bad","as"
666666,"mind","would","i","if","me","asked"
666666,"road","the","of","side","the","at"
666666,"lungs","her","of","top","the","at"
666666,"of","chance","a","with","in","be"
666666,"that","admit","to","first","the","be"
666666,"i","since","long","too","way","been"
666666,"but","this","saying","am","i","believe"
666666,"to","go","to","have","i","but"
666666,"of","lot","a","is","there","but"
666666,"out","hang","to","wait","not","ca"
666666,"this","saying","am","i","believe","cannot"
666666,"i","much","how","you","tell","cannot"
666666,"about","all","hear","to","wait","cannot"
