"freq","word5","word4","word3","word2","word1"
4e+05,"the","in","best","the","of"
4e+05,"years","two","next","the","over"
4e+05,"response","late","the","for","sorry"
4e+05,"this","in","all","are","we"
4e+05,"i","mind","in","that","with"
4e+05,"the","in","way","the","all"
4e+05,"the","about","sure","not","am"
4e+05,"what","know","not","did","and"
4e+05,"was","it","thought","i","and"
4e+05,"can","you","if","see","and"
4e+05,"a","in","here","on","been"
4e+05,"i","it","knew","i","before"
4e+05,"i","point","this","at","but"
4e+05,"of","one","is","it","but"
4e+05,"to","him","want","not","do"
4e+05,"to","much","have","not","does"
4e+05,"said","matter","the","with","familiar"
4e+05,"the","of","months","three","first"
4e+05,"years","three","past","the","for"
4e+05,"rock","you","rt","the","for"
4e+05,"the","of","beginning","the","from"
4e+05,"have","just","will","i","guess"
4e+05,"am","i","that","decided","have"
4e+05,"best","the","of","some","have"
4e+05,"about","say","to","something","have"
4e+05,"to","tried","ever","you","have"
4e+05,"a","had","always","have","i"
4e+05,"from","away","been","have","i"
4e+05,"able","be","not","may","i"
4e+05,"of","out","be","will","i"
4e+05,"you","what","is","that","if"
4e+05,"ways","of","sorts","all","in"
4e+05,"the","be","to","believed","is"
4e+05,"like","i","way","the","is"
4e+05,"of","time","the","is","it"
4e+05,"if","better","be","would","it"
4e+05,"on","going","is","what","know"
4e+05,"am","i","think","to","like"
4e+05,"your","reading","to","forward","look"
4e+05,"are","they","that","sure","make"
4e+05,"back","follow","will","i","me"
4e+05,"it","like","anything","seen","never"
4e+05,"i","as","much","as","not"
4e+05,"to","money","the","have","not"
4e+05,"way","good","a","in","not"
4e+05,"a","with","couch","the","on"
4e+05,"the","of","outside","the","on"
4e+05,"to","coming","for","you","thank"
4e+05,"been","have","should","i","that"
4e+05,"beholder","the","of","eye","the"
4e+05,"the","of","page","front","the"
4e+05,"post","this","of","point","the"
4e+05,"to","time","still","is","there"
4e+05,"know","not","do","i","to"
4e+05,"the","to","tribute","pay","to"
4e+05,"deals","great","offers","express","toothbrush"
4e+05,"meet","to","pleasure","a","was"
4e+05,"call","to","like","i","what"
4e+05,"it","about","think","you","when"
4e+05,"are","you","think","you","when"
4e+05,"is","way","the","by","which"
4e+05,"the","at","was","i","while"
4e+05,"on","up","give","not","will"
4e+05,"have","not","did","i","wish"
4e+05,"welcome","than","more","are","you"
4e+05,"a","with","up","end","you"
4e+05,"bucket","the","in","drop","a"
4e+05,"the","combine","bowl","large","a"
4e+05,"a","lot","a","lot","a"
4e+05,"is","it","and","lot","a"
4e+05,"a","for","day","perfect","a"
4e+05,"times","the","of","sign","a"
4e+05,"park","the","in","walk","a"
4e+05,"was","i","ago","week","a"
4e+05,"few","a","for","it","about"
4e+05,"is","he","sure","pretty","am"
4e+05,"a","in","up","ended","and"
4e+05,"a","with","it","replace","and"
4e+05,"i","something","is","that","and"
4e+05,"just","had","they","if","as"
4e+05,"possible","as","people","many","as"
4e+05,"know","you","of","some","as"
4e+05,"i","so","time","the","at"
4e+05,"the","does","point","what","at"
4e+05,"in","rebounds","and","points","averaging"
4e+05,"the","afford","to","able","be"
4e+05,"i","time","last","the","be"
4e+05,"we","time","last","the","be"
4e+05,"there","getting","are","we","but"
4e+05,"if","wonder","but","help","cannot"
4e+05,"to","go","to","wait","cant"
4e+05,"the","of","attention","the","caught"
4e+05,"with","do","to","what","decide"
4e+05,"to","where","know","not","did"
4e+05,"am","i","know","i","do"
4e+05,"hype","the","believe","not","do"
4e+05,"am","i","care","not","do"
4e+05,"who","anyone","know","not","do"
4e+05,"win","will","think","you","do"
4e+05,"much","like","sound","not","does"
4e+05,"day","great","a","have","everyone"
4e+05,"are","you","hope","i","everyone"
4e+05,"me","email","to","free","feel"
4e+05,"i","google","on","me","follow"
4e+05,"a","and","hour","an","for"
4e+05,"thing","of","kind","that","for"
4e+05,"you","do","follow","the","for"
4e+05,"times","york","new","the","for"
4e+05,"mentions","and","rts","the","for"
4e+05,"in","time","third","the","for"
4e+05,"art","of","state","the","from"
4e+05,"and","there","out","back","get"
4e+05,"to","go","and","up","get"
4e+05,"the","watch","to","ready","getting"
4e+05,"to","as","far","as","go"
4e+05,"and","time","of","deal","great"
4e+05,"know","not","do","i","ha"
4e+05,"mind","my","on","been","has"
4e+05,"but","it","admit","to","hate"
4e+05,"since","them","seen","not","have"
4e+05,"and","me","at","looked","he"
4e+05,"of","sample","a","is","here"
4e+05,"going","you","are","long","how"
4e+05,"own","your","make","to","how"
4e+05,"thing","this","use","to","how"
4e+05,"weekend","is","everyone","was","how"
4e+05,"a","on","going","am","i"
4e+05,"a","to","married","am","i"
4e+05,"at","good","not","am","i"
4e+05,"you","for","praying","am","i"
4e+05,"to","pleased","very","am","i"
4e+05,"is","it","that","believe","i"
4e+05,"will","we","that","believe","i"
4e+05,"the","you","show","can","i"
4e+05,"i","that","say","cannot","i"
4e+05,"if","less","care","could","i"
4e+05,"a","used","have","could","i"
4e+05,"i","it","saw","first","i"
4e+05,"a","take","to","forgot","i"
4e+05,"fridge","the","in","had","i"
4e+05,"worry","to","nothing","had","i"
4e+05,"are","there","that","know","i"
4e+05,"to","want","you","know","i"
4e+05,"sure","make","to","like","i"
4e+05,"like","not","do","personally","i"
4e+05,"i","book","the","read","i"
4e+05,"have","we","that","think","i"
4e+05,"the","on","been","ve","i"
4e+05,"to","talk","to","wanted","i"
4e+05,"the","in","working","was","i"
4e+05,"the","spending","be","will","i"
4e+05,"way","a","find","will","i"
4e+05,"a","it","give","would","i"
4e+05,"purchase","a","make","you","if"
4e+05,"in","interested","re","you","if"
4e+05,"i","and","me","to","important"
4e+05,"i","and","mind","my","in"
4e+05,"of","game","first","the","in"
4e+05,"the","of","future","the","in"
4e+05,"eden","of","garden","the","in"
4e+05,"and","season","off","the","in"
4e+05,"will","i","post","this","in"
4e+05,"happens","what","see","to","interesting"
4e+05,"in","day","sad","a","is"
4e+05,"those","of","one","another","is"
4e+05,"the","than","better","much","is"
4e+05,"the","that","evidence","no","is"
4e+05,"are","we","that","not","is"
4e+05,"the","is","this","that","is"
4e+05,"year","of","time","the","is"
4e+05,"the","doubt","a","without","is"
4e+05,"to","need","not","does","it"
4e+05,"known","well","a","is","it"
4e+05,"different","whole","a","is","it"
4e+05,"that","secret","no","is","it"
4e+05,"i","that","one","is","it"
4e+05,"in","early","still","is","it"
4e+05,"be","to","suppose","is","it"
4e+05,"a","have","to","is","it"
4e+05,"are","we","like","looks","it"
4e+05,"again","over","and","over","it"
4e+05,"i","what","is","that","it"
4e+05,"if","as","not","was","it"
4e+05,"great","a","make","would","it"
4e+05,"easy","is","it","cause","just"
4e+05,"the","is","this","if","know"
4e+05,"term","better","a","of","lack"
4e+05,"word","better","a","of","lack"
4e+05,"i","what","know","you","let"
4e+05,"i","before","said","i","like"
4e+05,"looks","it","way","the","like"
4e+05,"think","you","way","the","like"
4e+05,"out","checking","to","forward","looking"
4e+05,"you","what","hear","to","love"
4e+05,"you","like","feel","you","make"
4e+05,"and","you","bless","god","may"
4e+05,"the","be","well","very","may"
4e+05,"he","sure","am","i","me"
4e+05,"the","at","look","to","me"
4e+05,"the","of","parts","favorite","my"
4e+05,"have","i","post","last","my"
4e+05,"you","love","i","life","my"
4e+05,"this","over","get","to","need"
4e+05,"great","a","was","it","night"
4e+05,"one","only","the","be","not"
4e+05,"present","be","to","expect","not"
4e+05,"is","he","what","know","not"
4e+05,"a","have","to","need","not"
4e+05,"is","this","if","sure","not"
4e+05,"but","do","to","else","nothing"
4e+05,"to","on","am","i","now"
4e+05,"to","ready","am","i","now"
4e+05,"per","cents","or","million","of"
4e+05,"you","when","day","the","of"
4e+05,"i","reasons","many","the","of"
4e+05,"a","as","year","the","of"
4e+05,"a","in","floor","the","on"
4e+05,"am","i","time","more","one"
4e+05,"who","guys","those","of","one"
4e+05,"the","to","back","way","our"
4e+05,"not","is","it","but","out"
4e+05,"followers","my","all","to","out"
4e+05,"or","week","next","the","over"
4e+05,"is","it","years","the","over"
4e+05,"it","on","finger","my","put"
4e+05,"love","i","much","how","realize"
4e+05,"go","wanna","not","do","really"
4e+05,"all","have","you","what","see"
4e+05,"concert","in","guys","you","see"
4e+05,"rain","the","to","fire","set"
4e+05,"you","see","to","glad","so"
4e+05,"the","watch","can","i","so"
4e+05,"on","time","much","too","spend"
4e+05,"months","few","last","the","spent"
4e+05,"off","year","new","the","start"
4e+05,"not","is","it","that","sure"
4e+05,"us","about","friends","your","tell"
4e+05,"the","of","third","a","than"
4e+05,"us","of","rest","the","than"
4e+05,"me","having","for","you","thank"
4e+05,"enjoyed","you","glad","you","thank"
4e+05,"my","out","checking","for","thanks"
4e+05,"was","i","thought","i","that"
4e+05,"to","enough","good","is","that"
4e+05,"case","the","be","may","that"
4e+05,"the","do","to","ability","the"
4e+05,"the","of","out","ball","the"
4e+05,"bulge","the","of","battle","the"
4e+05,"school","at","day","next","the"
4e+05,"two","or","day","next","the"
4e+05,"i","what","of","opposite","the"
4e+05,"education","of","department","oregon","the"
4e+05,"a","of","owner","proud","the"
4e+05,"the","of","cause","root","the"
4e+05,"show","the","of","star","the"
4e+05,"us","to","next","table","the"
4e+05,"paint","means","all","by","then"
4e+05,"i","when","days","are","there"
4e+05,"in","times","been","have","there"
4e+05,"a","really","not","is","this"
4e+05,"that","day","the","is","this"
4e+05,"be","will","i","week","this"
4e+05,"reduce","then","boil","a","to"
4e+05,"the","by","study","a","to"
4e+05,"final","the","to","advance","to"
4e+05,"mothers","wonderful","the","all","to"
4e+05,"a","like","treated","be","to"
4e+05,"and","them","of","both","to"
4e+05,"those","of","one","do","to"
4e+05,"the","to","out","get","to"
4e+05,"see","and","in","go","to"
4e+05,"it","that","myself","remind","to"
4e+05,"a","is","there","say","to"
4e+05,"the","of","start","the","to"
4e+05,"was","it","that","think","to"
4e+05,"are","we","and","us","to"
4e+05,"good","a","be","to","try"
4e+05,"the","of","weight","the","under"
4e+05,"book","good","a","with","up"
4e+05,"you","if","see","to","want"
4e+05,"a","of","part","a","was"
4e+05,"cake","of","piece","a","was"
4e+05,"a","in","dead","found","was"
4e+05,"his","in","dead","found","was"
4e+05,"you","see","to","good","was"
4e+05,"know","even","not","did","we"
4e+05,"then","excellence","do","repeatedly","we"
4e+05,"our","announcing","be","will","we"
4e+05,"a","got","have","i","well"
4e+05,"a","have","to","going","were"
4e+05,"up","been","ve","i","what"
4e+05,"done","have","would","i","what"
4e+05,"write","to","you","inspired","what"
4e+05,"the","as","known","is","what"
4e+05,"the","about","do","to","what"
4e+05,"doing","be","will","we","what"
4e+05,"would","he","if","asked","when"
4e+05,"work","off","get","i","when"
4e+05,"i","that","realized","i","when"
4e+05,"with","pregnant","was","i","when"
4e+05,"the","in","am","i","where"
4e+05,"a","get","could","i","wish"
4e+05,"to","respect","due","all","with"
4e+05,"the","of","advent","the","with"
4e+05,"to","lot","a","mean","would"
4e+05,"to","forget","not","do","you"
4e+05,"day","beautiful","a","have","you"
4e+05,"find","to","where","know","you"
4e+05,"a","find","to","need","you"
4e+05,"friend","my","much","so","you"
4e+05,"for","much","so","thanks","you"
4e+05,"do","you","if","want","you"
4e+05,"will","you","if","want","you"
4e+05,"more","learn","to","want","you"
4e+05,"charity","support","to","want","you"
4e+05,"what","believe","not","will","you"
398230,"to","need","not","do","you"
397849,"great","a","having","are","you"
396825,"time","first","the","was","it"
394736,"the","from","street","the","across"
394736,"the","not","am","i","glad"
394736,"to","want","you","do","what"
393939,"a","you","give","will","i"
393939,"in","am","i","time","next"
393442,"life","your","of","rest","the"
392857,"great","a","has","everyone","hope"
392857,"that","is","truth","the","but"
392857,"do","to","much","so","have"
392857,"to","sure","make","will","i"
392857,"can","i","if","wonder","i"
392857,"the","of","aftermath","the","in"
392405,"days","few","next","the","in"
391304,"are","you","think","you","do"
391304,"i","this","write","i","as"
391304,"want","not","do","you","because"
391304,"be","should","i","like","feel"
391304,"make","would","it","me","follow"
391304,"i","that","say","can","i"
391304,"having","is","everyone","hope","i"
391304,"than","better","much","so","is"
391304,"to","talk","to","want","not"
391304,"find","to","mission","a","on"
391304,"is","it","what","is","that"
391304,"is","he","why","is","that"
391304,"it","do","to","time","the"
391304,"the","to","go","to","time"
391304,"to","one","the","be","to"
391304,"a","been","have","could","what"
390243,"like","feel","not","did","i"
388888,"a","of","form","the","in"
388888,"me","of","front","in","right"
388888,"days","of","couple","next","the"
388888,"the","to","it","make","to"
388888,"have","i","since","while","a"
388888,"that","is","know","i","all"
388888,"time","of","matter","a","just"
388888,"life","the","in","day","a"
388888,"to","hoping","am","i","and"
388888,"that","say","must","i","and"
388888,"i","how","is","that","and"
388888,"in","million","as","much","as"
388888,"is","it","as","soon","as"
388888,"the","of","request","the","at"
388888,"a","been","is","it","but"
388888,"about","think","even","not","do"
388888,"week","the","of","day","every"
388888,"year","the","of","day","every"
388888,"part","a","be","to","excited"
388888,"love","i","please","me","follow"
388888,"i","time","longest","the","for"
388888,"a","be","to","it","found"
388888,"will","i","on","now","from"
388888,"where","point","the","to","get"
388888,"to","head","to","ready","getting"
388888,"the","of","one","been","have"
388888,"conclusion","the","to","came","i"
388888,"to","blessed","been","have","i"
388888,"not","could","i","knew","i"
388888,"the","to","it","made","i"
388888,"forever","you","love","will","i"
388888,"are","you","think","you","if"
388888,"whisk","bowl","medium","a","in"
388888,"of","year","first","the","in"
388888,"the","when","morning","the","in"
388888,"that","sure","make","to","is"
388888,"the","of","because","is","it"
388888,"day","beautiful","a","was","it"
388888,"have","i","since","time","long"
388888,"i","like","feel","me","make"
388888,"time","first","the","was","that"
388888,"can","we","way","only","the"
388888,"place","special","a","is","there"
388888,"of","bit","little","a","was"
388888,"to","need","you","do","what"
388888,"love","to","not","is","what"
388888,"be","to","want","you","where"
388888,"you","me","like","are","you"
388888,"to","chance","the","get","you"
388888,"you","when","know","never","you"
387096,"of","think","you","did","what"
387096,"the","of","part","integral","an"
387096,"the","for","waiting","am","i"
387096,"thing","one","is","there","if"
387096,"to","great","be","would","it"
386627,"for","much","so","you","thank"
384615,"the","of","history","the","in"
384615,"i","like","feel","me","makes"
384615,"of","day","long","a","after"
384615,"how","out","figure","to","have"
384615,"it","make","to","going","not"
384615,"the","of","one","is","she"
384615,"the","of","one","be","will"
384615,"can","you","that","know","you"
384615,"about","talk","of","lot","a"
384615,"shoes","of","pair","new","a"
384615,"have","i","life","my","all"
384615,"your","for","sorry","so","am"
384615,"the","for","wait","cannot","and"
384615,"the","of","out","get","and"
384615,"be","to","has","it","and"
384615,"can","you","course","of","and"
384615,"me","to","it","send","and"
384615,"it","love","to","going","are"
384615,"have","not","do","i","bad"
384615,"a","for","this","doing","been"
384615,"a","been","has","it","but"
384615,"it","like","seems","it","but"
384615,"email","my","get","you","did"
384615,"have","we","know","you","did"
384615,"of","any","know","not","do"
384615,"are","you","worry","not","do"
384615,"to","go","i","time","every"
384615,"used","i","card","my","for"
384615,"your","love","follow","the","for"
384615,"is","who","friend","a","have"
384615,"about","much","so","learned","have"
384615,"from","much","so","learned","have"
384615,"you","have","times","many","how"
384615,"am","i","tired","am","i"
384615,"a","you","give","can","i"
384615,"am","i","that","find","i"
384615,"before","seen","never","had","i"
384615,"up","look","to","had","i"
384615,"through","going","been","have","i"
384615,"am","i","decided","have","i"
384615,"with","agree","to","have","i"
384615,"a","is","there","hope","i"
384615,"a","as","it","see","i"
384615,"is","it","that","think","i"
384615,"a","make","to","tried","i"
384615,"only","the","not","was","i"
384615,"to","happy","very","was","i"
384615,"a","with","up","woke","i"
384615,"in","interested","be","would","i"
384615,"but","this","say","would","i"
384615,"to","coming","are","you","if"
384615,"seven","of","best","the","in"
384615,"too","you","to","day","is"
384615,"to","way","its","on","is"
384615,"be","to","going","probably","is"
384615,"the","of","time","that","is"
384615,"get","to","difficult","very","is"
384615,"to","want","i","what","is"
384615,"see","must","a","is","it"
384615,"do","we","what","is","it"
384615,"see","to","interesting","was","it"
384615,"from","email","an","got","just"
384615,"like","i","way","the","just"
384615,"doing","was","i","what","know"
384615,"the","on","comment","a","leave"
384615,"this","on","comment","a","leave"
384615,"been","not","have","i","like"
384615,"am","i","me","at","look"
384615,"i","that","noticed","have","may"
384615,"i","know","you","of","most"
384615,"am","i","but","life","my"
384615,"of","think","i","that","now"
384615,"have","not","do","you","now"
384615,"the","of","death","the","of"
384615,"that","all","of","top","on"
384615,"the","to","way","your","on"
384615,"will","you","hope","i","so"
384615,"you","hope","i","you","thank"
384615,"the","of","side","dark","the"
384615,"say","to","people","first","the"
384615,"the","that","is","idea","the"
384615,"that","thing","of","kind","the"
384615,"the","of","part","last","the"
384615,"transportation","of","department","missouri","the"
384615,"the","of","anniversary","year","the"
384615,"who","people","some","are","there"
384615,"but","god","no","is","there"
384615,"can","i","nothing","is","there"
384615,"it","make","not","do","they"
384615,"a","are","you","if","this"
384615,"on","up","catch","to","time"
384615,"my","of","some","share","to"
384615,"the","all","see","to","wait"
384615,"my","with","do","to","want"
384615,"a","in","live","to","want"
384615,"i","if","see","to","wanted"
384615,"you","of","proud","are","we"
384615,"few","a","have","still","we"
384615,"will","i","think","i","well"
384615,"that","odds","the","are","what"
384615,"the","of","part","be","will"
384615,"the","to","sent","be","will"
384615,"the","on","be","not","will"
384615,"and","well","all","are","you"
384615,"you","anything","do","can","you"
384615,"do","you","what","do","you"
384615,"have","you","all","for","you"
384615,"i","much","how","know","you"
384615,"like","feel","me","make","you"
384615,"there","been","have","should","you"
382352,"who","one","only","the","i"
382352,"follow","the","for","thanks","hey"
382352,"you","meeting","to","forward","looking"
380952,"to","day","last","the","is"
380952,"been","have","i","what","is"
380952,"would","i","what","know","not"
380952,"you","to","talk","to","want"
380952,"a","of","size","the","about"
380952,"am","i","but","you","about"
380952,"number","my","is","here","but"
380952,"to","hope","rt","the","for"
380952,"deathly","the","and","potter","harry"
380952,"years","for","around","been","has"
380952,"awesome","an","have","you","hope"
380952,"is","this","like","feel","i"
380952,"a","been","always","ve","i"
380952,"was","it","case","this","in"
380952,"matter","a","only","was","it"
380952,"if","cool","be","would","it"
380952,"i","me","follow","please","please"
380952,"the","of","ceo","and","president"
380952,"my","all","to","out","shout"
380952,"the","all","to","out","shout"
380952,"the","not","is","this","that"
380952,"you","see","to","great","was"
380952,"i","if","sure","not","was"
380952,"to","nice","been","have","would"
380952,"with","up","end","will","you"
380434,"will","i","sure","am","i"
379310,"to","happy","so","was","i"
379310,"a","have","to","need","you"
378378,"time","the","of","most","and"
378378,"i","but","sorry","am","i"
378378,"is","it","like","feel","i"
378151,"you","seeing","to","forward","looking"
377777,"be","to","proud","am","i"
377777,"a","make","to","decided","i"
377777,"mean","you","what","know","i"
377777,"a","you","send","will","i"
377777,"see","to","wait","cannot","we"
377358,"i","say","i","can","what"
376470,"the","of","course","the","over"
375000,"a","as","thing","such","no"
375000,"are","we","what","is","that"
375000,"that","know","you","let","to"
375000,"on","out","miss","not","do"
375000,"my","of","some","are","here"
375000,"about","excited","very","am","i"
375000,"to","excited","very","am","i"
375000,"to","you","to","up","is"
375000,"you","what","not","is","it"
375000,"and","mirror","the","in","look"
375000,"our","of","all","to","thanks"
375000,"favorite","my","of","one","from"
375000,"statement","a","in","said","he"
375000,"a","was","this","thought","i"
375000,"the","for","you","thank","it"
375000,"i","when","know","you","let"
375000,"to","go","can","i","so"
375000,"be","to","going","are","that"
375000,"the","which","in","way","the"
375000,"better","feel","me","make","to"
375000,"to","been","not","have","you"
375000,"lot","a","of","heck","a"
375000,"the","of","one","but","all"
375000,"be","to","going","never","am"
375000,"page","same","the","on","are"
375000,"ever","have","i","thing","best"
375000,"seen","have","i","thing","best"
375000,"with","phone","the","off","got"
375000,"ha","ha","ha","ha","ha"
375000,"of","fan","a","been","have"
375000,"it","do","to","time","have"
375000,"hands","my","get","could","i"
375000,"is","it","but","know","i"
375000,"about","talk","to","want","i"
375000,"to","talk","to","want","i"
375000,"the","to","listening","was","i"
375000,"you","help","can","we","if"
375000,"fact","the","to","due","is"
375000,"sentenced","be","to","scheduled","is"
375000,"a","be","to","sure","is"
375000,"to","good","so","feels","it"
375000,"to","want","you","if","it"
375000,"where","place","a","is","it"
375000,"since","while","a","been","its"
375000,"you","show","to","goes","just"
375000,"you","when","know","us","let"
375000,"school","of","day","first","my"
375000,"here","ado","further","without","so"
375000,"a","am","i","follow","the"
375000,"is","this","for","reason","the"
375000,"for","do","we","things","the"
375000,"gaps","the","in","fill","to"
375000,"while","a","in","you","to"
375000,"alcohol","of","influence","the","under"
375000,"a","take","to","going","was"
375000,"with","do","we","do","what"
375000,"i","it","saw","i","when"
375000,"are","here","ado","further","without"
375000,"about","talk","to","like","would"
373134,"i","as","long","as","for"
372881,"the","for","up","make","to"
372549,"for","time","have","not","do"
371428,"chance","a","had","not","have"
371428,"much","so","not","is","it"
371428,"is","saying","am","i","what"
370370,"again","over","and","over","and"
370370,"think","to","beginning","am","i"
370370,"again","time","that","is","it"
370370,"been","have","not","would","it"
370370,"me","just","it","is","or"
370370,"one","only","the","be","to"
370370,"to","how","know","to","want"
369565,"up","is","what","is","that"
368421,"the","mention","i","did","and"
368421,"time","the","for","least","at"
368421,"think","to","like","i","but"
368421,"to","try","will","i","but"
368421,"it","hate","you","not","do"
368421,"the","with","face","to","face"
368421,"to","takes","it","long","how"
368421,"with","problem","a","have","i"
368421,"you","let","not","will","i"
368421,"happy","so","be","would","i"
368421,"the","see","to","great","is"
368421,"that","thing","one","the","is"
368421,"i","like","feel","me","made"
368421,"the","for","you","thank","me"
368421,"pace","a","with","run","mi"
368421,"best","the","be","not","might"
368421,"be","will","i","week","next"
368421,"how","know","not","do","people"
368421,"year","last","of","end","the"
368421,"i","how","of","story","the"
368421,"the","to","back","way","the"
368421,"work","to","get","to","time"
368421,"the","of","all","see","to"
368421,"know","even","not","do","we"
368421,"a","find","to","need","we"
367924,"questions","any","have","you","if"
366666,"the","at","you","see","to"
366666,"long","a","in","time","first"
366666,"have","i","past","the","in"
366666,"am","i","like","feel","me"
366666,"the","of","part","favorite","my"
365384,"a","had","never","have","i"
365384,"who","one","only","the","was"
364485,"thing","good","a","is","that"
363636,"day","great","a","have","you"
363636,"a","be","gonna","is","it"
363636,"that","things","the","of","one"
363636,"the","of","wake","the","in"
363636,"not","have","you","if","and"
363636,"for","grateful","so","am","i"
363636,"back","follow","a","get","i"
363636,"in","difference","a","make","to"
363636,"could","i","where","place","a"
363636,"am","i","say","must","i"
363636,"about","thinking","just","was","i"
363636,"on","working","be","will","i"
363636,"be","to","short","too","is"
363636,"and","up","head","your","keep"
363636,"get","to","while","a","me"
363636,"field","the","off","and","on"
363636,"am","i","and","now","right"
363636,"rodham","hillary","state","of","secretary"
363636,"the","of","part","first","the"
363636,"the","at","held","be","will"
363636,"up","meet","to","love","would"
363636,"me","to","idea","great","a"
363636,"mind","my","of","piece","a"
363636,"am","i","so","it","about"
363636,"i","thing","whole","the","about"
363636,"cook","and","garlic","the","add"
363636,"was","do","could","i","all"
363636,"your","for","you","of","all"
363636,"the","in","you","of","all"
363636,"do","to","suppose","i","am"
363636,"the","in","role","important","an"
363636,"my","doing","am","i","and"
363636,"will","it","hope","i","and"
363636,"a","like","feels","it","and"
363636,"the","to","on","move","and"
363636,"the","of","start","the","and"
363636,"sure","make","will","we","and"
363636,"done","you","have","what","and"
363636,"the","of","fans","big","are"
363636,"a","for","looking","still","are"
363636,"see","to","excited","you","are"
363636,"a","not","am","i","as"
363636,"the","in","was","it","as"
363636,"other","many","as","well","as"
363636,"know","i","how","me","ask"
363636,"it","hope","i","least","at"
363636,"will","i","rate","this","at"
363636,"i","moment","very","this","at"
363636,"the","in","forth","and","back"
363636,"have","i","since","years","been"
363636,"bed","to","go","you","before"
363636,"end","the","and","now","between"
363636,"i","as","far","as","but"
363636,"to","forget","not","do","but"
363636,"small","of","series","a","by"
363636,"enough","get","to","seem","cannot"
363636,"look","you","way","the","change"
363636,"judge","pleas","common","county","cuyahoga"
363636,"it","like","look","not","did"
363636,"lottery","the","win","not","did"
363636,"by","fooled","be","not","do"
363636,"your","where","know","you","do"
363636,"that","mean","necessarily","not","does"
363636,"at","line","a","me","drop"
363636,"to","had","i","if","even"
363636,"i","that","announce","to","excited"
363636,"been","have","i","weeks","few"
363636,"season","the","of","game","first"
363636,"family","his","and","him","for"
363636,"here","of","out","me","get"
363636,"make","to","able","be","gonna"
363636,"better","a","be","to","got"
363636,"to","back","go","to","had"
363636,"a","to","link","a","have"
363636,"to","more","lot","a","have"
363636,"live","to","place","a","have"
363636,"find","to","unable","been","have"
363636,"to","pleasure","the","had","have"
363636,"from","photos","some","are","here"
363636,"of","photos","some","are","here"
363636,"have","we","what","is","here"
363636,"part","a","be","to","honored"
363636,"great","a","had","u","hope"
363636,"able","be","will","you","hope"
363636,"say","to","delighted","am","i"
363636,"a","like","feeling","am","i"
363636,"the","with","pleased","am","i"
363636,"for","wait","not","can","i"
363636,"have","i","say","cannot","i"
363636,"to","gone","have","could","i"
363636,"and","hand","on","had","i"
363636,"great","a","such","had","i"
363636,"way","long","a","have","i"
363636,"for","it","had","have","i"
363636,"life","about","learned","have","i"
363636,"from","home","got","just","i"
363636,"a","you","give","ll","i"
363636,"i","and","it","love","i"
363636,"this","for","you","love","i"
363636,"to","have","longer","no","i"
363636,"that","person","only","the","i"
363636,"who","person","only","the","i"
363636,"a","start","to","want","i"
363636,"with","work","to","want","i"
363636,"right","the","doing","was","i"
363636,"the","to","down","went","i"
363636,"away","giving","be","will","i"
363636,"you","tell","not","will","i"
363636,"am","i","but","would","i"
363636,"it","do","could","i","if"
363636,"a","be","will","there","if"
363636,"i","me","follow","u","if"
363636,"that","into","are","you","if"
363636,"will","you","do","you","if"
363636,"seen","never","ve","you","if"
363636,"he","that","interview","an","in"
363636,"is","it","city","the","in"
363636,"relay","jump","long","the","in"
363636,"of","couple","past","the","in"
363636,"of","round","third","the","in"
363636,"the","since","years","the","in"
363636,"the","to","testament","a","is"
363636,"the","for","ready","getting","is"
363636,"the","see","to","going","is"
363636,"am","i","say","just","is"
363636,"faint","the","for","not","is"
363636,"to","have","not","did","it"
363636,"was","it","like","felt","it"
363636,"me","to","amazing","is","it"
363636,"the","that","likely","is","it"
363636,"matter","not","does","really","it"
363636,"that","crossed","fingers","my","keeping"
363636,"want","ever","you","if","know"
363636,"talking","is","he","what","knows"
363636,"all","to","thanks","night","last"
363636,"a","is","it","year","last"
363636,"quarter","third","the","in","left"
363636,"a","for","sit","it","let"
363636,"i","after","ever","happily","live"
363636,"had","i","wish","i","lol"
363636,"the","than","further","no","look"
363636,"back","going","to","forward","looking"
363636,"of","more","to","forward","looking"
363636,"am","i","fact","of","matter"
363636,"filled","be","day","your","may"
363636,"doing","am","i","what","me"
363636,"the","of","more","and","more"
363636,"a","just","than","more","much"
363636,"that","was","thought","first","my"
363636,"are","they","what","idea","no"
363636,"it","long","how","matter","no"
363636,"mood","the","in","been","not"
363636,"am","i","it","get","not"
363636,"was","he","if","know","not"
363636,"is","it","why","know","not"
363636,"home","go","to","wait","not"
363636,"about","do","can","i","nothing"
363636,"is","it","and","it","of"
363636,"was","it","game","the","of"
363636,"the","of","steps","the","on"
363636,"best","very","my","of","one"
363636,"where","moments","those","of","one"
363636,"know","not","do","i","out"
363636,"have","i","it","of","out"
363636,"who","world","this","in","people"
363636,"and","phone","the","up","pick"
363636,"year","new","the","for","ready"
363636,"with","done","be","to","ready"
363636,"favorite","your","is","what","rt"
363636,"not","was","it","that","say"
363636,"the","at","all","you","see"
363636,"idea","good","a","like","seems"
363636,"with","to","email","an","send"
363636,"person","amazing","an","is","she"
363636,"and","head","her","shook","she"
363636,"i","old","years","was","she"
363636,"me","of","front","in","sit"
363636,"the","of","front","in","sit"
363636,"i","end","the","in","so"
363636,"to","time","is","it","so"
